customer_id,name,plan_type,region,data_used_gb,calls_made,revenue_inr,arpu,complaints_total,complaints_open,complaint_open_ratio,tenure,contract_type,monthly_charges,churn,churn_flag
1211,Sanjay Iyer,Postpaid,Mumbai,18.96,281,431.81,215.9,3.0,1.0,0.33,2,One Year,466.4,No,0
1212,Arun Sharma,Postpaid,Hyderabad,17.95,258,340.44,8.96,1.0,0.0,0.0,38,One Year,350.25,No,0
1213,Asha Joshi,Postpaid,Kolkata,10.83,187,323.89,19.05,0.0,0.0,0.0,17,Month-To-Month,335.66,No,0
1214,Rekha Reddy,Prepaid,Kolkata,3.89,574,204.87,5.85,0.0,0.0,0.0,35,One Year,188.23,No,0
1215,Rohit Sharma,Postpaid,Bangalore,13.77,173,332.67,9.78,1.0,0.0,0.0,34,Month-To-Month,337.09,No,0
1216,Neha Singh,Prepaid,Delhi,0.87,237,233.91,10.17,2.0,0.0,0.0,23,One Year,259.55,No,0
1217,Karan Chopra,Prepaid,Bangalore,5.35,322,116.13,3.87,1.0,0.0,0.0,30,One Year,124.85,No,0
1218,Deepak Bose,Postpaid,Chennai,9.69,340,289.72,5.57,1.0,0.0,0.0,52,Two Year,288.93,No,0
1219,Sneha Joshi,Prepaid,Mumbai,3.88,376,116.8,14.6,0.0,0.0,0.0,8,Month-To-Month,130.61,Yes,1
1220,Deepak Das,Prepaid,Chennai,5.32,461,213.67,9.71,1.0,1.0,1.0,22,Month-To-Month,206.74,Yes,1
1221,Meena Pillai,Prepaid,Hyderabad,2.13,331,130.68,2.97,2.0,0.0,0.0,44,Month-To-Month,128.15,No,0
1222,Arun Nair,Prepaid,Kolkata,2.72,174,231.18,3.99,3.0,3.0,1.0,58,Month-To-Month,217.19,Yes,1
1223,Rajesh Chatterjee,Prepaid,Bangalore,8.34,254,209.98,5.83,3.0,0.0,0.0,36,Month-To-Month,185.61,Yes,1
1224,Anita Chatterjee,Postpaid,Bangalore,15.5,311,450.22,90.04,0.0,0.0,0.0,5,Two Year,400.67,No,0
1225,Arun Sharma,Prepaid,Bangalore,1.8,487,188.16,14.47,0.0,0.0,0.0,13,Month-To-Month,165.95,Yes,1
1226,Vinod Patel,Postpaid,Chennai,12.25,140,313.41,10.81,0.0,0.0,0.0,29,Month-To-Month,339.4,No,0
1227,Rohit Mehta,Postpaid,Kolkata,15.35,400,316.93,10.22,0.0,0.0,0.0,31,One Year,356.31,No,0
1228,Vinod Mehta,Prepaid,Mumbai,1.64,298,155.79,3.31,1.0,0.0,0.0,47,Month-To-Month,165.61,Yes,1
1229,Divya Kumar,Prepaid,Hyderabad,7.1,364,207.25,3.64,0.0,0.0,0.0,57,One Year,185.29,No,0
1230,Rajesh Das,Prepaid,Mumbai,8.78,270,118.32,2.15,3.0,1.0,0.33,55,Month-To-Month,103.64,No,0
1231,Swati Joshi,Postpaid,Chennai,11.44,196,311.99,19.5,0.0,0.0,0.0,16,Month-To-Month,281.63,No,0
1232,Meena Mehta,Prepaid,Hyderabad,3.74,355,185.42,4.41,0.0,0.0,0.0,42,Month-To-Month,209.99,Yes,1
1233,Rahul Gupta,Postpaid,Bangalore,18.65,345,397.71,13.26,2.0,1.0,0.5,30,Month-To-Month,350.64,No,0
1234,Priya Rao,Prepaid,Delhi,7.72,377,146.89,2.58,1.0,0.0,0.0,57,Two Year,150.35,No,0
1235,Rohit Das,Postpaid,Chennai,7.81,279,447.72,8.14,2.0,0.0,0.0,55,Month-To-Month,525.0,Yes,1
1236,Kavya Sharma,Prepaid,Chennai,6.28,220,142.57,8.91,0.0,0.0,0.0,16,One Year,145.08,No,0
1237,Sanjay Mishra,Prepaid,Kolkata,4.32,124,160.35,13.36,1.0,0.0,0.0,12,Month-To-Month,185.63,Yes,1
1238,Arun Sharma,Postpaid,Mumbai,8.34,362,369.94,21.76,0.0,0.0,0.0,17,Month-To-Month,365.13,No,0
1239,Divya Shah,Postpaid,Chennai,5.56,322,248.9,15.56,0.0,0.0,0.0,16,Two Year,261.57,No,0
1240,Rajesh Mishra,Prepaid,Chennai,0.89,183,248.64,20.72,1.0,0.0,0.0,12,Month-To-Month,250.64,Yes,1
1241,Rajesh Pandey,Postpaid,Bangalore,10.0,226,431.64,53.96,0.0,0.0,0.0,8,One Year,417.47,No,0
1242,Priya Reddy,Prepaid,Bangalore,3.73,233,70.49,3.52,0.0,0.0,0.0,20,Two Year,63.47,No,0
1243,Rahul Das,Postpaid,Hyderabad,9.63,132,386.85,128.95,0.0,0.0,0.0,3,One Year,368.93,No,0
1244,Rekha Gupta,Postpaid,Delhi,15.1,198,450.49,28.16,0.0,0.0,0.0,16,Two Year,459.58,No,0
1245,Arjun Mehta,Prepaid,Kolkata,2.08,167,197.27,6.58,1.0,0.0,0.0,30,Month-To-Month,180.02,No,0
1246,Rajesh Sharma,Prepaid,Delhi,6.54,239,129.15,2.87,1.0,0.0,0.0,45,Month-To-Month,115.14,Yes,1
1247,Nisha Nair,Prepaid,Hyderabad,8.71,206,204.44,8.89,2.0,1.0,0.5,23,Month-To-Month,230.76,Yes,1
1248,Sanjay Sharma,Prepaid,Bangalore,1.42,117,169.55,6.06,0.0,0.0,0.0,28,One Year,167.94,No,0
1249,Arjun Kumar,Postpaid,Mumbai,7.05,482,190.19,3.73,3.0,1.0,0.33,51,Two Year,203.33,No,0
1250,Deepak Nair,Prepaid,Bangalore,1.7,405,251.42,6.29,0.0,0.0,0.0,40,Month-To-Month,290.96,Yes,1
1251,Vinod Chatterjee,Prepaid,Kolkata,3.43,202,202.33,3.75,2.0,0.0,0.0,54,One Year,192.59,No,0
1252,Vinod Mehta,Postpaid,Bangalore,13.03,307,304.04,60.81,0.0,0.0,0.0,5,Month-To-Month,274.2,Yes,1
1253,Ajay Sharma,Postpaid,Kolkata,15.68,322,269.57,13.48,0.0,0.0,0.0,20,One Year,299.9,No,0
1254,Meena Singh,Prepaid,Kolkata,2.27,399,153.7,3.84,0.0,0.0,0.0,40,Month-To-Month,140.53,Yes,1
1255,Rahul Das,Prepaid,Kolkata,4.01,198,223.05,3.98,1.0,0.0,0.0,56,Two Year,201.67,No,0
1256,Nisha Kumar,Prepaid,Hyderabad,6.49,389,157.07,3.57,1.0,0.0,0.0,44,One Year,139.7,No,0
1257,Anita Pandey,Prepaid,Kolkata,2.88,225,145.35,145.35,0.0,0.0,0.0,1,Month-To-Month,156.36,Yes,1
1258,Ajay Reddy,Postpaid,Kolkata,22.29,146,493.38,8.66,0.0,0.0,0.0,57,Month-To-Month,440.05,Yes,1
1259,Manoj Rao,Prepaid,Mumbai,3.0,352,164.07,5.47,3.0,2.0,0.67,30,Month-To-Month,173.4,Yes,1
1260,Arun Mehta,Postpaid,Delhi,9.82,409,292.32,13.92,0.0,0.0,0.0,21,Month-To-Month,287.8,No,0
1261,Asha Chatterjee,Prepaid,Chennai,4.07,539,43.26,2.16,1.0,0.0,0.0,20,Month-To-Month,50.0,No,0
1262,Sunita Sharma,Postpaid,Delhi,22.29,160,268.39,44.73,0.0,0.0,0.0,6,Two Year,310.94,No,0
1263,Rohit Rao,Postpaid,Kolkata,13.23,350,460.76,20.94,1.0,0.0,0.0,22,One Year,432.19,No,0
1264,Asha Mehta,Postpaid,Mumbai,13.23,239,291.95,16.22,3.0,3.0,1.0,18,One Year,296.9,No,0
1265,Amit Nair,Prepaid,Bangalore,6.05,358,260.85,32.61,0.0,0.0,0.0,8,Month-To-Month,281.43,Yes,1
1266,Sunita Reddy,Prepaid,Mumbai,4.34,133,206.75,5.3,0.0,0.0,0.0,39,Two Year,227.92,No,0
1267,Preeti Chopra,Prepaid,Kolkata,10.12,154,131.56,4.11,0.0,0.0,0.0,32,One Year,125.18,No,0
1268,Rohit Mishra,Postpaid,Mumbai,14.48,202,348.96,10.57,0.0,0.0,0.0,33,Month-To-Month,410.48,Yes,1
1269,Ravi Chatterjee,Postpaid,Mumbai,11.68,288,376.4,7.1,1.0,0.0,0.0,53,One Year,344.76,No,0
1270,Manoj Rao,Postpaid,Kolkata,12.25,216,444.35,27.77,1.0,0.0,0.0,16,One Year,508.54,No,0
1271,Nisha Shah,Postpaid,Hyderabad,16.77,346,431.49,35.96,2.0,1.0,0.5,12,Month-To-Month,475.5,No,0
1272,Vinod Joshi,Postpaid,Mumbai,8.2,383,235.43,6.2,0.0,0.0,0.0,38,Month-To-Month,243.75,No,0
1273,Preeti Nair,Prepaid,Chennai,8.4,340,75.37,1.45,0.0,0.0,0.0,52,Month-To-Month,75.71,No,0
1274,Vinod Kumar,Postpaid,Chennai,10.12,442,272.31,8.01,1.0,0.0,0.0,34,Month-To-Month,284.69,No,0
1275,Kavya Patel,Prepaid,Mumbai,9.91,322,159.01,11.36,0.0,0.0,0.0,14,Two Year,168.05,No,0
1276,Neha Singh,Prepaid,Hyderabad,1.36,158,286.51,7.96,2.0,2.0,1.0,36,Two Year,251.51,No,0
1277,Vinod Pillai,Prepaid,Bangalore,2.46,416,205.04,6.21,1.0,0.0,0.0,33,One Year,196.69,No,0
1278,Meena Iyer,Prepaid,Kolkata,2.57,219,141.51,6.15,1.0,0.0,0.0,23,Month-To-Month,165.12,Yes,1
1279,Preeti Singh,Prepaid,Chennai,1.65,371,171.81,3.44,0.0,0.0,0.0,50,Month-To-Month,175.49,Yes,1
1280,Swati Singh,Postpaid,Bangalore,8.86,437,364.04,8.09,0.0,0.0,0.0,45,One Year,327.23,No,0
1281,Vikram Sharma,Prepaid,Mumbai,3.38,326,160.6,80.3,0.0,0.0,0.0,2,One Year,170.77,No,0
1282,Pooja Rao,Postpaid,Bangalore,9.61,130,317.25,7.74,0.0,0.0,0.0,41,Month-To-Month,361.18,No,0
1283,Anita Rao,Prepaid,Delhi,1.76,188,179.09,8.53,2.0,1.0,0.5,21,One Year,166.21,No,0
1284,Rahul Singh,Prepaid,Chennai,12.56,412,234.25,117.12,2.0,1.0,0.5,2,Two Year,227.03,No,0
1285,Manoj Shah,Prepaid,Mumbai,9.58,263,209.13,7.75,0.0,0.0,0.0,27,Month-To-Month,204.81,No,0
1286,Neha Sharma,Prepaid,Kolkata,2.73,288,157.81,2.77,0.0,0.0,0.0,57,Month-To-Month,182.21,Yes,1
1287,Rohit Shah,Postpaid,Hyderabad,11.32,356,209.37,23.26,1.0,0.0,0.0,9,One Year,234.68,No,0
1288,Nisha Chopra,Prepaid,Mumbai,2.75,350,157.6,157.6,2.0,0.0,0.0,1,Month-To-Month,152.01,Yes,1
1289,Nisha Rao,Postpaid,Kolkata,5.86,308,216.8,19.71,2.0,1.0,0.5,11,Month-To-Month,237.63,Yes,1
1290,Pooja Shah,Prepaid,Hyderabad,1.57,259,147.01,49.0,1.0,0.0,0.0,3,Month-To-Month,146.83,Yes,1
1291,Anita Pandey,Postpaid,Hyderabad,13.77,249,454.85,8.75,0.0,0.0,0.0,52,Month-To-Month,448.81,No,0
1292,Rahul Chopra,Postpaid,Mumbai,14.89,366,303.32,13.19,0.0,0.0,0.0,23,One Year,324.39,No,0
1293,Geeta Chatterjee,Postpaid,Bangalore,12.06,335,361.09,13.89,1.0,0.0,0.0,26,One Year,318.27,No,0
1294,Anita Singh,Prepaid,Bangalore,3.86,254,160.51,40.13,0.0,0.0,0.0,4,Month-To-Month,145.56,Yes,1
1295,Rohit Patel,Prepaid,Hyderabad,3.98,388,125.11,6.95,1.0,1.0,1.0,18,Two Year,117.29,No,0
1296,Kavya Reddy,Prepaid,Bangalore,4.45,267,92.97,1.69,1.0,1.0,1.0,55,Two Year,106.45,No,0
1297,Pooja Gupta,Postpaid,Delhi,19.77,195,289.38,48.23,1.0,0.0,0.0,6,Two Year,328.16,No,0
1298,Arun Mishra,Prepaid,Hyderabad,3.12,204,148.8,4.25,0.0,0.0,0.0,35,Month-To-Month,149.12,Yes,1
1299,Deepak Chatterjee,Prepaid,Hyderabad,3.62,182,240.79,10.94,3.0,0.0,0.0,22,Month-To-Month,268.08,Yes,1
1300,Vinod Bose,Postpaid,Kolkata,9.31,253,546.79,12.72,3.0,2.0,0.67,43,Two Year,478.18,No,0
1301,Rahul Sharma,Prepaid,Bangalore,4.97,403,219.43,14.63,0.0,0.0,0.0,15,One Year,244.47,No,0
1302,Sneha Reddy,Postpaid,Hyderabad,8.69,199,315.37,14.34,1.0,0.0,0.0,22,Month-To-Month,316.56,No,0
1303,Swati Pandey,Prepaid,Delhi,1.9,299,162.64,4.4,2.0,0.0,0.0,37,Month-To-Month,169.55,Yes,1
1304,Geeta Singh,Prepaid,Kolkata,4.31,214,297.45,5.72,0.0,0.0,0.0,52,Month-To-Month,285.51,Yes,1
1305,Rekha Das,Postpaid,Mumbai,12.56,254,387.49,9.23,1.0,1.0,1.0,42,Two Year,436.01,No,0
1306,Swati Gupta,Prepaid,Hyderabad,11.7,129,250.31,20.86,0.0,0.0,0.0,12,One Year,255.65,No,0
1307,Meena Nair,Postpaid,Delhi,12.76,258,441.81,9.4,0.0,0.0,0.0,47,Month-To-Month,473.84,No,0
1308,Vinod Gupta,Prepaid,Chennai,1.78,261,224.08,4.57,0.0,0.0,0.0,49,Month-To-Month,200.73,No,0
1309,Suresh Sharma,Prepaid,Delhi,5.53,334,187.57,4.47,0.0,0.0,0.0,42,One Year,217.56,No,0
1310,Sneha Iyer,Postpaid,Delhi,9.05,302,380.11,10.0,3.0,3.0,1.0,38,Two Year,338.14,No,0
1311,Sunita Pillai,Postpaid,Kolkata,6.99,160,307.66,17.09,1.0,0.0,0.0,18,Month-To-Month,279.72,No,0
1312,Divya Reddy,Postpaid,Mumbai,7.97,388,222.61,4.95,0.0,0.0,0.0,45,One Year,237.0,No,0
1313,Pooja Nair,Prepaid,Chennai,6.07,301,253.99,7.26,1.0,0.0,0.0,35,Two Year,233.71,No,0
1314,Vinod Reddy,Postpaid,Bangalore,6.12,300,308.96,10.3,0.0,0.0,0.0,30,Month-To-Month,359.52,No,0
1315,Anita Verma,Prepaid,Bangalore,9.18,279,164.13,6.84,1.0,0.0,0.0,24,One Year,143.97,No,0
1316,Neha Mishra,Prepaid,Delhi,1.76,228,208.09,4.95,0.0,0.0,0.0,42,Month-To-Month,206.44,Yes,1
1317,Meena Joshi,Postpaid,Kolkata,8.23,302,312.93,10.43,0.0,0.0,0.0,30,One Year,332.56,No,0
1318,Vikram Patel,Prepaid,Kolkata,6.63,328,166.93,11.92,0.0,0.0,0.0,14,One Year,174.11,No,0
1319,Manoj Kumar,Postpaid,Bangalore,7.01,105,358.69,59.78,2.0,1.0,0.5,6,One Year,412.32,No,0
1320,Priya Sharma,Prepaid,Chennai,2.61,226,218.93,72.98,2.0,0.0,0.0,3,One Year,190.9,No,0
1321,Karan Chatterjee,Prepaid,Mumbai,1.22,255,178.45,11.15,1.0,1.0,1.0,16,Month-To-Month,207.07,Yes,1
1322,Amit Das,Prepaid,Chennai,1.62,306,263.81,37.69,0.0,0.0,0.0,7,Two Year,252.09,No,0
1323,Meena Mehta,Postpaid,Hyderabad,13.8,399,386.29,7.43,1.0,1.0,1.0,52,One Year,393.04,No,0
1324,Sanjay Pandey,Postpaid,Hyderabad,9.25,203,393.36,28.1,0.0,0.0,0.0,14,Month-To-Month,346.67,No,0
1325,Anita Gupta,Postpaid,Mumbai,10.39,230,472.46,52.5,0.0,0.0,0.0,9,One Year,511.43,No,0
1326,Swati Chopra,Postpaid,Bangalore,12.42,229,370.85,24.72,0.0,0.0,0.0,15,One Year,367.31,No,0
1327,Arjun Singh,Postpaid,Mumbai,20.57,200,431.99,20.57,2.0,1.0,0.5,21,Month-To-Month,434.29,Yes,1
1328,Karan Chatterjee,Postpaid,Kolkata,11.66,245,309.9,8.85,3.0,2.0,0.67,35,Two Year,292.12,No,0
1329,Preeti Reddy,Prepaid,Hyderabad,2.65,357,113.68,56.84,1.0,0.0,0.0,2,Two Year,130.61,No,0
1330,Sanjay Gupta,Prepaid,Delhi,3.71,175,205.84,7.62,0.0,0.0,0.0,27,Month-To-Month,226.66,Yes,1
1331,Geeta Nair,Prepaid,Delhi,5.62,323,135.77,67.89,1.0,0.0,0.0,2,Two Year,148.48,No,0
1332,Vinod Chatterjee,Postpaid,Bangalore,3.68,110,391.48,11.19,3.0,1.0,0.33,35,Month-To-Month,365.38,No,0
1333,Neha Rao,Postpaid,Kolkata,9.06,224,388.51,21.58,1.0,0.0,0.0,18,Month-To-Month,428.47,Yes,1
1334,Meena Chopra,Prepaid,Chennai,2.97,247,148.84,10.63,0.0,0.0,0.0,14,Month-To-Month,145.63,Yes,1
1335,Manoj Pandey,Postpaid,Kolkata,15.53,447,161.95,8.1,0.0,0.0,0.0,20,Two Year,177.08,No,0
1336,Arun Joshi,Postpaid,Delhi,18.72,253,410.64,22.81,3.0,1.0,0.33,18,One Year,370.45,No,0
1337,Preeti Patel,Prepaid,Delhi,1.75,60,126.16,12.62,2.0,1.0,0.5,10,Month-To-Month,111.38,Yes,1
1338,Neha Mehta,Postpaid,Hyderabad,8.15,80,243.22,9.73,1.0,1.0,1.0,25,Month-To-Month,241.88,No,0
1339,Sneha Chopra,Postpaid,Kolkata,10.71,283,385.74,192.87,1.0,0.0,0.0,2,One Year,403.62,No,0
1340,Arun Shah,Prepaid,Kolkata,0.8,341,143.58,5.74,1.0,0.0,0.0,25,Month-To-Month,156.03,Yes,1
1341,Swati Mehta,Postpaid,Delhi,14.2,318,145.41,2.69,1.0,1.0,1.0,54,Two Year,168.12,No,0
1342,Karan Verma,Prepaid,Chennai,4.09,297,147.91,4.48,0.0,0.0,0.0,33,Two Year,158.95,No,0
1343,Vinod Reddy,Postpaid,Bangalore,18.82,396,333.06,9.25,0.0,0.0,0.0,36,One Year,318.33,No,0
1344,Meena Chopra,Postpaid,Bangalore,8.85,226,339.01,10.94,3.0,0.0,0.0,31,Two Year,335.63,No,0
1345,Preeti Bose,Postpaid,Kolkata,9.62,369,329.25,23.52,2.0,0.0,0.0,14,Month-To-Month,290.55,No,0
1346,Rekha Das,Prepaid,Bangalore,1.89,117,121.18,121.18,0.0,0.0,0.0,1,Two Year,125.07,No,0
1347,Sanjay Iyer,Postpaid,Delhi,12.71,190,511.85,11.13,0.0,0.0,0.0,46,One Year,483.72,No,0
1348,Arun Sharma,Postpaid,Delhi,15.95,99,340.31,21.27,3.0,0.0,0.0,16,One Year,341.4,No,0
1349,Arjun Rao,Prepaid,Kolkata,2.61,253,109.31,2.02,2.0,1.0,0.5,54,Month-To-Month,108.9,Yes,1
1350,Kavya Pandey,Postpaid,Kolkata,6.83,275,322.56,7.01,0.0,0.0,0.0,46,Two Year,346.71,No,0
1351,Swati Pillai,Prepaid,Hyderabad,11.17,291,137.25,2.64,3.0,3.0,1.0,52,Month-To-Month,139.13,Yes,1
1352,Divya Patel,Postpaid,Kolkata,6.91,286,351.03,117.01,0.0,0.0,0.0,3,Month-To-Month,354.13,Yes,1
1353,Anita Mishra,Prepaid,Chennai,5.61,187,137.35,3.92,1.0,1.0,1.0,35,Month-To-Month,129.33,Yes,1
1354,Divya Mehta,Prepaid,Bangalore,3.16,261,243.49,5.94,2.0,1.0,0.5,41,One Year,215.06,No,0
1355,Rekha Rao,Prepaid,Kolkata,4.65,130,98.39,16.4,2.0,0.0,0.0,6,One Year,103.7,No,0
1356,Rahul Iyer,Postpaid,Mumbai,21.32,416,260.68,10.43,0.0,0.0,0.0,25,One Year,302.18,No,0
1357,Rohit Nair,Prepaid,Hyderabad,5.85,250,231.97,17.84,1.0,0.0,0.0,13,Two Year,232.23,No,0
1358,Rahul Joshi,Postpaid,Mumbai,14.07,231,274.08,5.17,1.0,1.0,1.0,53,Month-To-Month,270.47,No,0
1359,Karan Reddy,Prepaid,Delhi,4.67,439,194.18,5.71,1.0,0.0,0.0,34,One Year,215.63,No,0
1360,Ajay Joshi,Prepaid,Bangalore,7.07,156,235.01,29.38,2.0,1.0,0.5,8,Month-To-Month,217.98,Yes,1
1361,Vinod Singh,Prepaid,Kolkata,5.34,167,151.81,7.23,0.0,0.0,0.0,21,Two Year,132.53,No,0
1362,Vinod Joshi,Postpaid,Mumbai,17.72,170,363.28,10.68,0.0,0.0,0.0,34,Two Year,320.43,No,0
1363,Vinod Pillai,Prepaid,Bangalore,8.34,273,142.73,35.68,1.0,0.0,0.0,4,One Year,157.0,No,0
1364,Arun Sharma,Postpaid,Delhi,5.94,323,529.88,21.2,0.0,0.0,0.0,25,One Year,476.25,No,0
1365,Pooja Singh,Postpaid,Chennai,8.97,354,272.13,18.14,3.0,1.0,0.33,15,Month-To-Month,256.4,No,0
1366,Geeta Shah,Postpaid,Hyderabad,10.12,537,412.09,103.02,1.0,0.0,0.0,4,Month-To-Month,417.88,Yes,1
1367,Pooja Mehta,Prepaid,Bangalore,2.31,55,154.97,3.44,0.0,0.0,0.0,45,Two Year,153.1,No,0
1368,Rekha Pandey,Prepaid,Bangalore,3.23,341,202.58,16.88,0.0,0.0,0.0,12,Month-To-Month,183.35,Yes,1
1369,Meena Das,Postpaid,Chennai,14.79,224,327.0,10.22,1.0,1.0,1.0,32,Month-To-Month,328.96,No,0
1370,Preeti Chopra,Prepaid,Bangalore,1.33,221,229.17,7.16,0.0,0.0,0.0,32,Month-To-Month,238.23,Yes,1
1371,Suresh Rao,Postpaid,Delhi,20.4,218,375.65,13.42,1.0,0.0,0.0,28,Two Year,376.41,No,0
1372,Preeti Verma,Prepaid,Delhi,2.46,189,169.32,13.02,3.0,0.0,0.0,13,Month-To-Month,165.39,Yes,1
1373,Manoj Chatterjee,Postpaid,Chennai,10.2,448,238.35,7.69,1.0,0.0,0.0,31,Month-To-Month,262.87,No,0
1374,Priya Bose,Postpaid,Hyderabad,14.41,364,378.13,27.01,1.0,0.0,0.0,14,One Year,337.53,No,0
1375,Swati Kumar,Postpaid,Kolkata,13.25,282,371.48,18.57,2.0,0.0,0.0,20,Two Year,353.03,No,0
1376,Vikram Pillai,Prepaid,Mumbai,3.87,415,193.72,10.76,1.0,0.0,0.0,18,Month-To-Month,186.27,Yes,1
1377,Geeta Chopra,Postpaid,Kolkata,10.23,129,308.21,10.63,1.0,0.0,0.0,29,Month-To-Month,350.3,No,0
1378,Priya Mehta,Prepaid,Bangalore,2.43,147,143.8,23.97,3.0,1.0,0.33,6,Month-To-Month,139.44,Yes,1
1379,Sanjay Mehta,Prepaid,Mumbai,0.79,62,175.87,5.5,1.0,1.0,1.0,32,Month-To-Month,198.43,Yes,1
1380,Manoj Bose,Postpaid,Chennai,15.51,210,321.46,11.08,0.0,0.0,0.0,29,Month-To-Month,367.97,No,0
1381,Anita Iyer,Postpaid,Chennai,8.81,296,420.74,9.78,0.0,0.0,0.0,43,One Year,417.32,No,0
1382,Rekha Shah,Postpaid,Hyderabad,20.17,290,291.82,145.91,1.0,1.0,1.0,2,One Year,300.59,No,0
1383,Meena Mehta,Postpaid,Mumbai,13.34,295,539.0,23.43,0.0,0.0,0.0,23,One Year,525.01,No,0
1384,Ravi Patel,Prepaid,Delhi,2.56,139,131.62,6.93,2.0,1.0,0.5,19,Month-To-Month,150.12,No,0
1385,Sneha Mehta,Prepaid,Mumbai,7.55,360,87.55,2.82,1.0,1.0,1.0,31,Two Year,89.4,No,0
1386,Rekha Das,Postpaid,Bangalore,12.11,304,309.86,6.08,2.0,1.0,0.5,51,Month-To-Month,343.36,No,0
1387,Nisha Verma,Prepaid,Delhi,5.1,353,137.46,27.49,0.0,0.0,0.0,5,Two Year,119.93,No,0
1388,Arun Shah,Prepaid,Chennai,2.11,91,218.53,11.5,2.0,0.0,0.0,19,One Year,214.59,No,0
1389,Priya Sharma,Prepaid,Mumbai,7.56,311,260.63,7.67,2.0,1.0,0.5,34,Month-To-Month,246.75,No,0
1390,Karan Rao,Prepaid,Kolkata,3.93,161,200.41,20.04,1.0,1.0,1.0,10,One Year,211.49,No,0
1391,Rekha Sharma,Prepaid,Hyderabad,1.55,240,205.17,8.21,1.0,0.0,0.0,25,Month-To-Month,233.57,Yes,1
1392,Rekha Sharma,Prepaid,Kolkata,5.91,333,321.12,160.56,2.0,0.0,0.0,2,One Year,281.0,No,0
1393,Vikram Nair,Prepaid,Hyderabad,3.53,289,213.7,19.43,1.0,0.0,0.0,11,Month-To-Month,228.34,Yes,1
1394,Kavya Shah,Prepaid,Bangalore,7.01,195,192.04,3.84,2.0,1.0,0.5,50,Month-To-Month,196.53,No,0
1395,Rekha Mishra,Postpaid,Kolkata,7.45,281,305.83,9.87,0.0,0.0,0.0,31,Two Year,292.67,No,0
1396,Pooja Mishra,Prepaid,Mumbai,3.14,127,229.56,4.1,1.0,0.0,0.0,56,Month-To-Month,267.74,Yes,1
1397,Asha Chatterjee,Prepaid,Mumbai,4.37,395,293.43,19.56,3.0,1.0,0.33,15,Two Year,268.44,No,0
1398,Meena Chopra,Postpaid,Kolkata,7.16,259,357.19,39.69,0.0,0.0,0.0,9,Month-To-Month,353.31,Yes,1
1399,Arjun Mehta,Prepaid,Mumbai,8.87,392,104.83,4.56,1.0,1.0,1.0,23,One Year,112.3,No,0
1400,Anita Joshi,Postpaid,Bangalore,15.31,227,263.59,13.87,0.0,0.0,0.0,19,One Year,303.51,No,0
1401,Ravi Joshi,Postpaid,Delhi,6.57,228,316.48,35.16,0.0,0.0,0.0,9,One Year,352.13,No,0
1402,Neha Kumar,Prepaid,Bangalore,3.53,204,210.24,6.01,0.0,0.0,0.0,35,Month-To-Month,187.96,Yes,1
1403,Sanjay Rao,Prepaid,Hyderabad,2.21,368,179.15,8.53,1.0,0.0,0.0,21,Month-To-Month,169.68,No,0
1404,Geeta Pillai,Postpaid,Bangalore,4.58,209,231.73,25.75,2.0,0.0,0.0,9,Month-To-Month,250.53,Yes,1
1405,Rohit Mehta,Postpaid,Hyderabad,15.97,344,237.49,8.48,1.0,1.0,1.0,28,Month-To-Month,273.08,No,0
1406,Sanjay Reddy,Prepaid,Mumbai,4.77,242,197.76,4.3,0.0,0.0,0.0,46,One Year,187.06,No,0
1407,Priya Shah,Postpaid,Delhi,8.91,82,471.42,9.24,0.0,0.0,0.0,51,Two Year,461.4,No,0
1408,Rahul Bose,Prepaid,Mumbai,3.45,223,201.53,28.79,1.0,0.0,0.0,7,Two Year,207.47,No,0
1409,Nisha Bose,Postpaid,Chennai,10.92,162,353.49,22.09,1.0,0.0,0.0,16,One Year,368.57,No,0
1410,Priya Mishra,Prepaid,Mumbai,4.14,283,237.79,14.86,1.0,1.0,1.0,16,One Year,259.87,No,0
1411,Ravi Iyer,Postpaid,Hyderabad,10.66,161,367.27,11.13,0.0,0.0,0.0,33,One Year,349.49,No,0
1412,Kavya Gupta,Postpaid,Mumbai,6.5,373,542.05,135.51,2.0,0.0,0.0,4,Month-To-Month,474.98,Yes,1
1413,Karan Kumar,Postpaid,Mumbai,10.18,271,360.62,90.16,1.0,1.0,1.0,4,Two Year,399.48,No,0
1414,Karan Pillai,Prepaid,Delhi,2.29,262,245.51,6.3,0.0,0.0,0.0,39,One Year,238.56,No,0
1415,Ravi Pillai,Prepaid,Mumbai,3.29,346,203.18,5.08,0.0,0.0,0.0,40,One Year,207.91,No,0
1416,Rajesh Bose,Prepaid,Delhi,2.83,376,169.23,9.95,0.0,0.0,0.0,17,Month-To-Month,171.98,Yes,1
1417,Geeta Chatterjee,Prepaid,Kolkata,4.38,278,166.79,4.51,3.0,1.0,0.33,37,Month-To-Month,180.07,Yes,1
1418,Ravi Pandey,Prepaid,Chennai,14.31,203,127.49,3.27,1.0,0.0,0.0,39,Month-To-Month,116.16,No,0
1419,Swati Verma,Postpaid,Delhi,10.94,103,385.86,7.42,1.0,1.0,1.0,52,Two Year,387.57,No,0
1420,Asha Bose,Prepaid,Hyderabad,6.53,211,236.93,8.17,1.0,0.0,0.0,29,One Year,233.88,No,0
